GEOID,perc_hs_grad_2016
17031600400,34.6
17031600600,31.8
17031600700,31.6
17031600900,32.7
17031610300,32
17031610400,39.9
17031610800,48.3
17031611000,46.2
17031611100,50.4
17031611200,51
17031611300,45
17031611400,39.2
17031611500,58.6
17031611600,48.3
17031611700,50.4
17031611800,42.5
17031611900,53.3
17031612000,45.6
17031612100,46.9
17031620100,39.4
17031620200,35.7
17031620300,36.9
17031620400,32.2
17031630100,45.8
17031630200,39.7
17031630300,37.8
17031630400,28.5
17031630500,34.8
17031630800,37
17031630900,42.2
17031640100,37.4
17031640300,37.5
17031640400,46.8
17031640500,35.9
17031640600,39.2
17031640700,41.5
17031640800,37.3
17031650100,31.4
17031650200,31.7
17031650301,39.6
17031650302,31.1
17031650400,38.6
17031650500,33.9
17031660301,43.2
17031660302,31.4
17031660400,32.6
17031660500,35.5
17031660600,28.6
17031660700,36.7
17031660800,33.5
17031660900,39.2
17031661000,39.5
17031661100,38.7
17031670100,33.7
17031670200,50.1
17031670300,37.8
17031670400,42.5
17031670500,40.6
17031670600,33.5
17031670700,45.9
17031670800,43
17031670900,30.2
17031671100,30.6
17031671200,41.4
17031671300,45.3
17031671400,46.2
17031671500,47.4
17031671600,38.1
17031671800,34.8
17031671900,38.7
17031672000,52.7
17031680500,47.7
17031680600,42.4
17031680900,31.8
17031681000,28.9
17031681100,37
17031681200,33.3
17031681300,36.3
17031681400,32.4
17031690300,26.5
17031690400,23.9
17031690500,26.4
17031690900,36.4
17031691000,23.4
17031691100,30.4
17031691200,31.9
17031691300,33.7
17031691400,38.2
17031691500,35.3
17031700100,34.1
17031700200,26.5
17031700301,37.8
17031700302,33.8
17031700401,29.8
17031700402,31.6
17031700501,30.7
17031700502,14.2
17031710100,30
17031710200,34.3
17031710300,29.6
17031710400,31.2
17031710500,32
17031710600,33.3
17031710700,38.2
17031710800,26.5
17031710900,34.2
17031711000,29.1
17031711100,36.3
17031711200,33.6
17031711300,28.3
17031711400,38.1
17031711500,32.8
17031720100,11.1
17031720200,15.6
17031720300,15.6
17031720400,21.5
17031720500,9.6
17031720600,12.8
17031720700,13.2
17031730100,28.5
17031730201,28.8
17031730202,31.2
17031730300,34.5
17031730400,29.2
17031730500,30
17031730600,28.1
17031730700,28.1
17031740100,23.3
17031740200,26.7
17031740300,20.8
17031740400,28.3
17031750100,29.4
17031750200,13.7
17031750300,19.8
17031750400,14.2
17031750500,22
17031750600,28.7
17031760801,21.4
17031760802,25.2
17031760803,22.9
17031770201,25.9
17031770202,25.8
17031770300,32.7
17031770400,30.2
17031770500,38.2
17031770601,23.5
17031770602,21.3
17031770700,38.8
17031770800,32.9
17031770901,29.9
17031770902,33.9
17031800100,3.5
17031800200,3.3
17031800300,7
17031800400,1.8
17031800500,3.1
17031800600,1.8
17031800700,3.5
17031800800,11.2
17031800900,10.5
17031801000,6.8
17031801100,2.3
17031801200,1.8
17031801300,5.4
17031801400,10.5
17031801500,11.2
17031801601,15.7
17031801603,20.7
17031801605,6.2
17031801606,16.2
17031801607,13.3
17031801608,9.5
17031801701,4.6
17031801702,7.4
17031801800,8.9
17031801901,14.8
17031801902,9.1
17031802002,20.4
17031802003,13.4
17031802004,23.3
17031802100,11.9
17031802200,13.7
17031802300,13.7
17031802402,28.4
17031802403,15.5
17031802404,23.4
17031802503,19.5
17031802504,32.3
17031802505,21
17031802506,23.9
17031802605,19.7
17031802607,21.3
17031802608,20.8
17031802609,33.7
17031802610,23.6
17031802701,25.2
17031802702,23.9
17031802801,15
17031802802,20.5
17031802900,12.6
17031803005,13.2
17031803007,19.9
17031803008,14.9
17031803010,17.7
17031803012,14.8
17031803013,12
17031803014,20.8
17031803015,21
17031803016,15
17031803017,15.4
17031803100,19
17031803200,24.8
17031803300,14.8
17031803400,14.3
17031803500,16.6
17031803603,12.2
17031803604,17.5
17031803605,14.2
17031803606,25.5
17031803607,15.2
17031803608,13.8
17031803610,16.6
17031803611,19.2
17031803612,16.8
17031803701,14
17031803702,11.1
17031803800,23.8
17031803901,19.6
17031803902,29.6
17031804000,25.2
17031804102,11.7
17031804104,15.3
17031804105,13.6
17031804106,12
17031804108,5.1
17031804109,18.9
17031804201,10.8
17031804202,9.8
17031804305,34.6
17031804306,37.3
17031804308,31.4
17031804309,30
17031804310,24.1
17031804311,22
17031804403,22.8
17031804404,28.3
17031804405,34.8
17031804406,27.8
17031804505,28.6
17031804506,19.8
17031804507,16.3
17031804508,23.6
17031804509,32
17031804510,31.7
17031804511,26.8
17031804603,24.4
17031804606,18.3
17031804607,22.1
17031804608,16.2
17031804609,14.5
17031804610,20.4
17031804611,18.7
17031804701,23.4
17031804705,19.9
17031804706,18.6
17031804709,26
17031804710,21.8
17031804711,20
17031804712,21.4
17031804713,11.9
17031804714,18.4
17031804715,17.8
17031804716,16.5
17031804803,15.5
17031804804,20.7
17031804805,22.5
17031804806,45.5
17031804807,31.9
17031804808,24.2
17031804809,21.5
17031804810,24.1
17031804901,15.9
17031804902,20.6
17031805001,15.3
17031805002,26
17031805105,19.1
17031805106,18.7
17031805107,19.4
17031805108,29.2
17031805109,25
17031805110,20.4
17031805111,25.9
17031805112,28.3
17031805201,20.8
17031805202,20.1
17031805301,22.7
17031805302,20.3
17031805401,27.4
17031805402,30.5
17031805501,19.7
17031805502,10.6
17031805600,8.3
17031805701,16
17031805702,13.9
17031805801,19
17031805802,19.1
17031805901,22.8
17031805902,22.6
17031806001,28.9
17031806002,25.7
17031806003,23.1
17031806004,29.8
17031806102,21.6
17031806103,22.3
17031806104,28.7
17031806201,22.5
17031806202,20.6
17031806300,26.8
17031806400,29.9
17031806501,29.8
17031806502,37
17031806600,25.3
17031806700,9.6
17031806801,18.8
17031806802,17.4
17031806900,20.7
17031807000,25.5
17031807100,6.7
17031807200,19
17031807300,17.7
17031807400,20.3
17031807500,18.1
17031807600,23.4
17031807700,19.6
17031807800,17.9
17031807900,15.1
17031808001,14.3
17031808002,17
17031808100,30.3
17031808200,25
17031808301,25.3
17031808302,20.3
17031808400,21.3
17031808500,19.6
17031808600,11.6
17031808702,7
17031808800,4.4
17031808900,7.9
17031809000,6.1
17031809100,9.5
17031809200,30.1
17031809300,4.9
17031809400,9.7
17031809500,6.3
17031809600,18.2
17031809700,16.9
17031809800,12.5
17031809900,1.9
17031810000,3.8
17031810100,10.3
17031810200,20
17031810301,21.4
17031810302,17.6
17031810400,20.2
17031810501,35.9
17031810502,37.2
17031810600,24.6
17031810701,31.9
17031810702,28.9
17031810800,30
17031810900,38
17031811000,18.4
17031811100,44.7
17031811200,37.9
17031811301,30.4
17031811302,36.1
17031811401,37.3
17031811402,40
17031811500,29.5
17031811600,32
17031811701,34.8
17031811702,37.1
17031811800,34.2
17031811900,5
17031812000,8.1
17031812100,14.7
17031812200,7.2
17031812301,6.3
17031812302,11.8
17031812400,6.2
17031812500,14.7
17031812600,9.4
17031812700,11.2
17031812801,8.2
17031812802,7.2
17031812900,6.5
17031813000,10.9
17031813100,11.6
17031813200,9.9
17031813301,24
17031813302,33.3
17031813400,29.1
17031813500,32.9
17031813600,33.4
17031813701,23.5
17031813702,26.5
17031813801,36
17031813802,36.4
17031813900,37.3
17031814000,35.7
17031814100,35
17031814200,34.8
17031814300,26.9
17031814400,34.6
17031814500,31.4
17031814600,34.4
17031814700,28
17031814800,35.3
17031814900,30.1
17031815000,31
17031815100,25.2
17031815200,22.7
17031815300,25.8
17031815400,20.2
17031815500,31.8
17031815600,27.6
17031815701,13.9
17031815702,17.5
17031815800,16.1
17031815900,19.2
17031816000,18.6
17031816100,19.1
17031816200,29
17031816300,29.4
17031816401,28.1
17031816402,28.2
17031816500,32.3
17031816600,30
17031816700,29.5
17031816800,29
17031816900,33.1
17031817000,37
17031817101,42.8
17031817102,41.3
17031817200,32
17031817300,39.9
17031817400,35.3
17031817500,36.8
17031817600,32.6
17031817700,38.1
17031817900,26.4
17031818000,32.6
17031818100,23
17031818200,22.6
17031818300,29.4
17031818401,27.6
17031818402,22.9
17031818500,26.7
17031818600,12.3
17031818700,17.1
17031818800,21.6
17031818900,24.9
17031819000,9.5
17031819100,30.3
17031819200,45.9
17031819300,30.3
17031819400,27.2
17031819500,20.5
17031819600,10
17031819700,9.6
17031819801,7
17031819802,7.2
17031819900,8.7
17031820000,7.8
17031820101,13.8
17031820103,29.4
17031820104,31.6
17031820201,19
17031820202,30
17031820300,34.4
17031820400,33.1
17031820501,36.7
17031820502,30.2
17031820603,46.2
17031820604,37.3
17031820605,27.1
17031820606,35.9
17031820700,32.1
17031820800,38.6
17031820901,39.2
17031820902,41.5
17031821001,37.5
17031821002,45.6
17031821101,38.2
17031821102,37.6
17031821200,36.9
17031821300,23.6
17031821401,25.9
17031821402,30
17031821500,36.6
17031821600,32.5
17031821700,21
17031821800,26.4
17031821900,29.7
17031822000,34.4
17031822101,29.8
17031822102,33.1
17031822200,40.9
17031822301,25.7
17031822302,32
17031822400,37.3
17031822500,23.8
17031822601,29.9
17031822602,27.6
17031822701,36.7
17031822702,31.3
17031822801,30.5
17031822802,26.2
17031822900,45.6
17031823001,38.1
17031823002,40.9
17031823101,35.7
17031823102,41.6
17031823200,33.5
17031823302,31.5
17031823303,30.8
17031823304,41.8
17031823400,40.6
17031823500,36.7
17031823602,29.7
17031823603,27.3
17031823604,19.8
17031823605,28.2
17031823702,38.1
17031823703,38.9
17031823704,34
17031823705,34.7
17031823801,24.7
17031823803,32.1
17031823805,33.9
17031823806,44.2
17031823901,21.5
17031823903,14.7
17031823904,23.4
17031824003,25.5
17031824004,31.6
17031824005,25.6
17031824006,29.8
17031824105,19.3
17031824106,22
17031824107,27.8
17031824108,30.7
17031824113,22.1
17031824114,18.9
17031824115,30.8
17031824116,24.6
17031824117,24.1
17031824119,19.8
17031824120,24.8
17031824121,28.5
17031824122,23.4
17031824123,30.1
17031824300,29.9
17031824400,31
17031824503,25
17031824505,28.7
17031824506,39.6
17031824507,28.8
17031824601,31.7
17031824602,31.4
17031824701,35.8
17031824702,36.1
17031824800,38.1
17031824900,33.6
17031825000,36.1
17031825200,40.6
17031825302,30.2
17031825303,33.7
17031825304,29
17031825400,28.1
17031825501,36.7
17031825503,19.8
17031825504,25.5
17031825505,18.5
17031825600,34.6
17031825700,34.3
17031825801,37.5
17031825802,26.7
17031825803,23.5
17031825900,36.2
17031826000,33.2
17031826100,27.5
17031826201,16.2
17031826202,28.7
17031826301,21
17031826303,28.9
17031826304,21.5
17031826401,29.5
17031826402,26.4
17031826500,27.9
17031826600,34.4
17031826700,33.9
17031826800,36.1
17031826901,44.2
17031826902,42.4
17031827000,32.2
17031827100,39.7
17031827200,33
17031827300,48.5
17031827400,44
17031827500,41.9
17031827600,33
17031827700,38.2
17031827801,21
17031827802,29.7
17031827804,23.4
17031827805,23.7
17031827901,29
17031827902,29.3
17031828000,36.1
17031828100,29.4
17031828201,30.5
17031828202,29.7
17031828300,42.5
17031828401,14.8
17031828402,29.4
17031828503,42
17031828504,34.3
17031828505,31.2
17031828506,22.1
17031828601,19.7
17031828602,16.6
17031828701,25.3
17031828702,27.5
17031828801,21.9
17031828802,37
17031828900,32.2
17031829000,40
17031829100,29.7
17031829200,33.3
17031829301,19.5
17031829302,23.6
17031829401,25.8
17031829402,24.1
17031829500,39.9
17031829600,50
17031829700,43.5
17031829800,7.9
17031829901,27.8
17031829902,17.5
17031830001,41.2
17031830003,22.8
17031830004,18.4
17031830005,13.8
17031830006,27.9
17031830007,29.9
17031830008,19.5
17031830100,24.8
17031830201,18.6
17031830202,14
17031830300,23.7
17031830400,24.3
17031830500,21.2
17031830600,21
17031830700,15.5
17031830800,7.4
17031830900,9.6
17031831000,4.5
17031831100,19.3
17031831200,21.9
17031831300,35.4
17031831400,40.3
17031831500,29.4
17031831600,33
17031831700,21.6
17031831800,20
17031831900,2.5
17031832000,3.9
17031832100,14.1
17031832200,10.6
17031832300,9.1
17031832400,15.9
17031832500,7.1
17031832600,1.7
17031832900,3.1
17031833000,3.9
17031833100,6
17031833300,14.4
17031833900,33.9
17031834000,30.2
17031834200,14.9
17031834300,26.3
17031834400,19.3
17031834500,26.4
17031834600,48.5
17031834700,33.2
17031834800,36.2
17031834900,37.1
17031835000,44.1
17031835100,34.9
17031835200,39.6
17031835500,25.5
17031835600,53.8
17031835700,40.8
17031835800,14.5
17031835900,24.5
17031836000,19.3
17031836100,28.8
17031836200,0.4
17031836300,14.6
17031836400,19.4
17031836500,30.4
17031836600,29.1
17031836700,29.7
17031836800,40.6
17031836900,42.2
17031837000,29.6
17031837100,20.3
17031837300,32
17031837400,32.8
17031837800,23.5
17031838000,23.4
17031838100,12.5
17031838200,9.8
17031838300,21.1
17031838600,23.4
17031838700,34.8
17031838800,40.1
17031839000,4.1
17031839100,9.2
17031839200,13.8
17031839500,9.2
17031839600,23.1
17031839700,21.6
17031839800,23.8
17031839900,26.4
17031840000,26.5
17031840100,41.3
17031840200,25.4
17031840300,31.7
17031840400,27.9
17031840700,18.9
17031840800,36.4
17031841000,9.9
17031841100,29.8
17031841200,28.8
17031841300,25.4
17031841400,35.3
17031841500,29.8
17031841600,49.1
17031841700,30.7
17031841800,24.5
17031841900,9.6
17031842000,27.7
17031842100,35.9
17031842200,13.1
17031842300,4.3
17031842400,19.8
17031842500,28.2
17031842600,40.1
17031842800,30.1
17031842900,30.3
17031843000,26.4
17031843100,38
17031843200,20.1
17031843300,30.6
17031843400,31.1
17031843500,36.5
17031843600,23.4
17031843700,14.8
17031843800,51.7
17031843900,14.7
17031980000,-
17031980100,-
17031990000,-
