GEOID,perc_college_grad_2016
17031570400,11.8
17031570500,5.1
17031580100,6.8
17031580200,6.9
17031580300,3.5
17031580400,7.6
17031580501,7.2
17031580502,6.3
17031580600,11.4
17031580700,6.5
17031580800,5.3
17031590500,13.7
17031590600,6.3
17031590700,16
17031600400,14.9
17031600600,9.7
17031600700,14.6
17031600900,17.3
17031610300,6.2
17031610400,4.4
17031610800,6
17031611000,5.5
17031611100,2.4
17031611200,3.3
17031611300,2.2
17031611400,3.5
17031611500,2.5
17031611600,1.2
17031611700,4.2
17031611800,3
17031611900,1.2
17031612000,4.2
17031612100,10.6
17031620100,6.9
17031620200,8.6
17031620300,7.9
17031620400,6.6
17031630100,4.1
17031630200,3.7
17031630300,6.7
17031630400,4.7
17031630500,2.6
17031630800,3.2
17031630900,4.9
17031640100,13.1
17031640300,15
17031640400,9.2
17031640500,15.9
17031640600,6.1
17031640700,12.5
17031640800,13.6
17031650100,5.4
17031650200,11.2
17031650301,9
17031650302,9.3
17031650400,7.9
17031650500,9.4
17031660301,4.1
17031660302,5.6
17031660400,7.3
17031660500,2.2
17031660600,4.9
17031660700,5.6
17031660800,5.5
17031660900,6.1
17031661000,10.3
17031661100,6.4
17031670100,7.4
17031670200,3.9
17031670300,3.7
17031670400,5.6
17031670500,6.9
17031670600,5.6
17031670700,3.4
17031670800,4
17031670900,11.2
17031671100,12.2
17031671200,4.9
17031671300,5
17031671400,3.1
17031671500,5.1
17031671600,1.9
17031671800,10.8
17031671900,4.9
17031672000,3.6
17031680500,3.1
17031680600,5
17031680900,7.4
17031681000,6.9
17031681100,3.5
17031681200,9.5
17031681300,6.1
17031681400,4.9
17031690300,7.2
17031690400,10.6
17031690500,13.5
17031690900,16.8
17031691000,19.2
17031691100,5.5
17031691200,6.1
17031691300,10.2
17031691400,8.7
17031691500,7.1
17031700100,9.2
17031700200,9.5
17031700301,7.3
17031700302,17.3
17031700401,14.9
17031700402,14.4
17031700501,17.3
17031700502,15.4
17031710100,3.7
17031710200,5.7
17031710300,6
17031710400,5.7
17031710500,8.1
17031710600,6.8
17031710700,7.2
17031710800,16.3
17031710900,7.6
17031711000,8.9
17031711100,9.5
17031711200,11.2
17031711300,6.9
17031711400,11.5
17031711500,10.9
17031720100,27
17031720200,22.3
17031720300,25.8
17031720400,29.6
17031720500,32.7
17031720600,31.6
17031720700,29.2
17031730100,18.8
17031730201,15.6
17031730202,12.6
17031730300,13.9
17031730400,14
17031730500,14.2
17031730600,14
17031730700,14.3
17031740100,20.4
17031740200,27.6
17031740300,22.7
17031740400,21.4
17031750100,8.8
17031750200,19.4
17031750300,27.4
17031750400,26.2
17031750500,15.4
17031750600,10.8
17031760801,29.7
17031760802,23.2
17031760803,18.6
17031770201,26
17031770202,20.6
17031770300,18
17031770400,21
17031770500,7.3
17031770601,21.2
17031770602,13.5
17031770700,9.5
17031770800,13.1
17031770901,16.8
17031770902,16.8
17031800100,38.5
17031800200,37.9
17031800300,32.9
17031800400,39.1
17031800500,48.8
17031800600,41.7
17031800700,39.1
17031800800,42.6
17031800900,33.1
17031801000,38.3
17031801100,35.3
17031801200,25.5
17031801300,30.4
17031801400,30.9
17031801500,34.5
17031801601,34.9
17031801603,30.9
17031801605,36.5
17031801606,34.7
17031801607,36.4
17031801608,35.1
17031801701,44.2
17031801702,38.1
17031801800,33.3
17031801901,35.2
17031801902,44
17031802002,29.3
17031802003,33.9
17031802004,22.7
17031802100,40.8
17031802200,38.9
17031802300,42.4
17031802402,15.6
17031802403,28.7
17031802404,22.4
17031802503,31.6
17031802504,14.6
17031802505,23
17031802506,14.8
17031802605,29.7
17031802607,27.5
17031802608,27.3
17031802609,17
17031802610,25.1
17031802701,22.4
17031802702,26
17031802801,28.6
17031802802,26.3
17031802900,39.5
17031803005,33.4
17031803007,38.8
17031803008,36.9
17031803010,33.3
17031803012,34.6
17031803013,36.7
17031803014,28
17031803015,33.2
17031803016,40.2
17031803017,37.3
17031803100,36.8
17031803200,25.5
17031803300,32.8
17031803400,39.9
17031803500,33
17031803603,29.1
17031803604,27.9
17031803605,35.2
17031803606,15
17031803607,35
17031803608,28.5
17031803610,30.2
17031803611,26.4
17031803612,23.4
17031803701,40.9
17031803702,37.9
17031803800,24.2
17031803901,32.4
17031803902,17.3
17031804000,19.1
17031804102,40.4
17031804104,35.3
17031804105,36.3
17031804106,38.5
17031804108,48.2
17031804109,32.6
17031804201,39.2
17031804202,31.9
17031804305,15.6
17031804306,8.6
17031804308,23.7
17031804309,14.3
17031804310,27.6
17031804311,29
17031804403,24.7
17031804404,16.1
17031804405,8.6
17031804406,17.7
17031804505,24
17031804506,30.1
17031804507,34.9
17031804508,16.8
17031804509,11.7
17031804510,5.6
17031804511,16.4
17031804603,29.2
17031804606,26.7
17031804607,24.4
17031804608,31.5
17031804609,31.6
17031804610,35.3
17031804611,37
17031804701,27.2
17031804705,27.5
17031804706,28.6
17031804709,19.9
17031804710,30.2
17031804711,36.5
17031804712,26.6
17031804713,29.4
17031804714,32
17031804715,15.3
17031804716,29.7
17031804803,27.1
17031804804,24.8
17031804805,21.1
17031804806,7.2
17031804807,19.6
17031804808,32.8
17031804809,28.7
17031804810,22.6
17031804901,27.8
17031804902,25.5
17031805001,32.8
17031805002,19.8
17031805105,17.3
17031805106,32.1
17031805107,22.1
17031805108,23
17031805109,25.1
17031805110,32.4
17031805111,19.8
17031805112,24.7
17031805201,18.9
17031805202,26.4
17031805301,23.6
17031805302,31
17031805401,23.7
17031805402,16.3
17031805501,33.6
17031805502,32.9
17031805600,38.8
17031805701,35.7
17031805702,38.5
17031805801,25.1
17031805802,30.8
17031805901,24.7
17031805902,32
17031806001,25.4
17031806002,22.2
17031806003,28.7
17031806004,20.2
17031806102,28.3
17031806103,27.6
17031806104,24.2
17031806201,25.7
17031806202,28.7
17031806300,24.1
17031806400,15.1
17031806501,20.9
17031806502,20.4
17031806600,22
17031806700,29.4
17031806801,25.3
17031806802,26.6
17031806900,24.3
17031807000,18.4
17031807100,28.2
17031807200,27.2
17031807300,31.7
17031807400,26.3
17031807500,33.7
17031807600,28.8
17031807700,29.2
17031807800,27.7
17031807900,37.5
17031808001,31.8
17031808002,35.7
17031808100,19.3
17031808200,24
17031808301,26
17031808302,34.1
17031808400,26.8
17031808500,28
17031808600,32
17031808702,31.7
17031808800,37.5
17031808900,29.3
17031809000,34
17031809100,28.6
17031809200,12.8
17031809300,28.5
17031809400,29.5
17031809500,32.5
17031809600,27.8
17031809700,21.3
17031809800,22.5
17031809900,33
17031810000,40.5
17031810100,33.1
17031810200,20.8
17031810301,27.1
17031810302,31
17031810400,29
17031810501,18.8
17031810502,16.1
17031810600,22.4
17031810701,12.6
17031810702,15.1
17031810800,16.6
17031810900,10.7
17031811000,28.2
17031811100,10.1
17031811200,14
17031811301,14.9
17031811302,5.2
17031811401,13.3
17031811402,14.5
17031811500,14.8
17031811600,12.7
17031811701,11.9
17031811702,8.6
17031811800,6.5
17031811900,36.5
17031812000,36.4
17031812100,27.8
17031812200,30.4
17031812301,27.9
17031812302,33.9
17031812400,27.1
17031812500,32.7
17031812600,31.8
17031812700,25.9
17031812801,24.6
17031812802,33.3
17031812900,35.8
17031813000,30.5
17031813100,34.3
17031813200,29
17031813301,8.7
17031813302,3.5
17031813400,8.8
17031813500,7.7
17031813600,5.5
17031813701,5.1
17031813702,4.2
17031813801,4.6
17031813802,3.3
17031813900,4.1
17031814000,7.3
17031814100,7.4
17031814200,6
17031814300,6
17031814400,4.9
17031814500,10
17031814600,11
17031814700,15.8
17031814800,14.7
17031814900,12.1
17031815000,13.4
17031815100,14.9
17031815200,12.6
17031815300,17.7
17031815400,19.6
17031815500,16
17031815600,17.2
17031815701,36.1
17031815702,26.7
17031815800,31
17031815900,27.7
17031816000,27.8
17031816100,26.5
17031816200,10.1
17031816300,10.6
17031816401,3.9
17031816402,8.7
17031816500,5.5
17031816600,8
17031816700,10.8
17031816800,17.4
17031816900,13.8
17031817000,10.2
17031817101,8.8
17031817102,5.9
17031817200,8
17031817300,3.7
17031817400,8.8
17031817500,2.9
17031817600,11
17031817700,10.3
17031817900,12
17031818000,16.3
17031818100,19.3
17031818200,24.3
17031818300,8
17031818401,19.7
17031818402,23.2
17031818500,23.3
17031818600,23.8
17031818700,30.3
17031818800,23.4
17031818900,26.3
17031819000,42.4
17031819100,15.7
17031819200,9.4
17031819300,15.2
17031819400,16.2
17031819500,23.8
17031819600,29.1
17031819700,46
17031819801,37.7
17031819802,42.8
17031819900,43.1
17031820000,42.2
17031820101,34.2
17031820103,20
17031820104,14.7
17031820201,28.7
17031820202,17.1
17031820300,11.6
17031820400,6.6
17031820501,14.6
17031820502,8.4
17031820603,7.4
17031820604,6.2
17031820605,11.1
17031820606,23.1
17031820700,11
17031820800,10.6
17031820901,10.8
17031820902,6.9
17031821001,7.7
17031821002,9.7
17031821101,15.3
17031821102,10.1
17031821200,6.3
17031821300,10.8
17031821401,10.1
17031821402,12
17031821500,7.6
17031821600,19.4
17031821700,29.2
17031821800,22.4
17031821900,17.1
17031822000,13
17031822101,17.6
17031822102,11.4
17031822200,16.4
17031822301,23.2
17031822302,15.2
17031822400,11.3
17031822500,17.5
17031822601,18.6
17031822602,19.9
17031822701,24.5
17031822702,20.4
17031822801,17.6
17031822802,23.9
17031822900,5.3
17031823001,12.4
17031823002,7.9
17031823101,14.1
17031823102,6.9
17031823200,13
17031823302,13.8
17031823303,14.9
17031823304,12.9
17031823400,9.4
17031823500,13
17031823602,20.9
17031823603,12.7
17031823604,25.9
17031823605,22.2
17031823702,14.2
17031823703,13.4
17031823704,20
17031823705,13.3
17031823801,25.6
17031823803,14.1
17031823805,14.8
17031823806,11.4
17031823901,20.5
17031823903,30.1
17031823904,21.5
17031824003,29.6
17031824004,24.9
17031824005,28.5
17031824006,26
17031824105,28.6
17031824106,25.6
17031824107,17.9
17031824108,19
17031824113,27.1
17031824114,27.6
17031824115,16.4
17031824116,20.4
17031824117,24.3
17031824119,24.3
17031824120,29.6
17031824121,27.1
17031824122,32.1
17031824123,18.4
17031824300,6
17031824400,8.1
17031824503,24.8
17031824505,22.1
17031824506,17.8
17031824507,18.1
17031824601,13.2
17031824602,19.9
17031824701,13.6
17031824702,10.6
17031824800,8.5
17031824900,6.5
17031825000,14.1
17031825200,8.1
17031825302,14.4
17031825303,18.3
17031825304,21.7
17031825400,20.7
17031825501,9.1
17031825503,27.5
17031825504,9.3
17031825505,23
17031825600,8.7
17031825700,7.6
17031825801,11.1
17031825802,14.8
17031825803,17.1
17031825900,11.4
17031826000,7.6
17031826100,13.1
17031826201,20.4
17031826202,6.9
17031826301,9.1
17031826303,17.4
17031826304,8.1
17031826401,12.3
17031826402,13.4
17031826500,10.3
17031826600,10.4
17031826700,7.8
17031826800,7.2
17031826901,6.1
17031826902,4.2
17031827000,14.2
17031827100,6
17031827200,8.9
17031827300,3.2
17031827400,7.6
17031827500,6.5
17031827600,10.4
17031827700,10.8
17031827801,15
17031827802,20
17031827804,25.3
17031827805,15.4
17031827901,19.2
17031827902,14.7
17031828000,13.6
17031828100,21.6
17031828201,13.9
17031828202,17.4
17031828300,10.2
17031828401,31.2
17031828402,20.1
17031828503,6.7
17031828504,13.1
17031828505,13.1
17031828506,19
17031828601,22.9
17031828602,28.2
17031828701,18.7
17031828702,15.9
17031828801,22.5
17031828802,14.3
17031828900,5.1
17031829000,3.2
17031829100,5.1
17031829200,7.2
17031829301,20
17031829302,8.4
17031829401,9.7
17031829402,13.1
17031829500,3.5
17031829600,5.5
17031829700,6.6
17031829800,29.5
17031829901,17.5
17031829902,24.9
17031830001,5.7
17031830003,21.9
17031830004,19.9
17031830005,28.5
17031830006,24
17031830007,16.5
17031830008,25.1
17031830100,22.6
17031830201,25.4
17031830202,16
17031830300,13.3
17031830400,19.3
17031830500,5.1
17031830600,27.9
17031830700,28.3
17031830800,40.4
17031830900,44.8
17031831000,49.8
17031831100,13.8
17031831200,9.9
17031831300,6
17031831400,8.5
17031831500,12.1
17031831600,12
17031831700,21.5
17031831800,27.1
17031831900,49.7
17031832000,59.3
17031832100,47.4
17031832200,35.9
17031832300,44
17031832400,41.2
17031832500,45
17031832600,49.9
17031832900,34.8
17031833000,46.5
17031833100,40.2
17031833300,26.3
17031833900,4.4
17031834000,7.6
17031834200,10.2
17031834300,15.8
17031834400,14.5
17031834500,12.7
17031834600,2.1
17031834700,5.8
17031834800,6.4
17031834900,8.6
17031835000,4
17031835100,3.4
17031835200,9.7
17031835500,7.2
17031835600,5.9
17031835700,10.4
17031835800,20.1
17031835900,10.3
17031836000,16.1
17031836100,15.3
17031836200,12.1
17031836300,24.2
17031836400,14.8
17031836500,8.7
17031836600,27.8
17031836700,8.1
17031836800,5.4
17031836900,9.4
17031837000,13.6
17031837100,16.3
17031837300,12.7
17031837400,10.3
17031837800,30
17031838000,23.4
17031838100,15.9
17031838200,42.9
17031838300,33.6
17031838600,0.5
17031838700,4.8
17031838800,5.1
17031839000,39.1
17031839100,37.1
17031839200,20.5
17031839500,26.7
17031839600,22.9
17031839700,24.1
17031839800,18.5
17031839900,20.5
17031840000,22.6
17031840100,10.1
17031840200,17.9
17031840300,14.6
17031840400,17.2
17031840700,8.3
17031840800,4.4
17031841000,23.7
17031841100,13.2
17031841200,12.1
17031841300,17.9
17031841400,7.9
17031841500,6.9
17031841600,9
17031841700,6.4
17031841800,8.5
17031841900,37.4
17031842000,15
17031842100,6.2
17031842200,45.9
17031842300,50.4
17031842400,18.5
17031842500,7.3
17031842600,11.1
17031842800,3.5
17031842900,8
17031843000,7.4
17031843100,9.9
17031843200,14.8
17031843300,9.4
17031843400,6.4
17031843500,2.1
17031843600,21.7
17031843700,30.8
17031843800,5.6
17031843900,23
17031980000,
17031980100,
17031990000,
