GEOID,perc_below_poverty_2016
17031081800,4.3
17031081900,22.1
17031090100,0.9
17031090200,1.3
17031090300,4.5
17031100100,9.5
17031100200,5.5
17031100300,8.5
17031100400,4.4
17031100500,3.8
17031100600,5.4
17031100700,8.7
17031110100,10.7
17031110200,9.6
17031110300,6.4
17031110400,6.8
17031110501,3.7
17031110502,17.3
17031120100,3
17031120200,2
17031120300,3.2
17031120400,9.4
17031130100,11.2
17031130200,5.3
17031130300,9.7
17031140100,36.9
17031140200,23.1
17031140301,27
17031140302,14.9
17031140400,10
17031140500,14.9
17031140601,9.5
17031140602,24.8
17031140701,14.9
17031140702,23.4
17031140800,12.9
17031150200,14.8
17031150300,12.7
17031150401,9.7
17031150402,8.6
17031150501,10.4
17031150502,19.1
17031150600,10.8
17031150700,16.6
17031150800,6.4
17031151001,25.2
17031151002,12.4
17031151100,14.7
17031151200,10.5
17031160100,7.6
17031160200,3.8
17031160300,18.4
17031160400,17.4
17031160501,16.2
17031160502,12
17031160601,7.4
17031160602,9.8
17031160700,10.5
17031160800,8.2
17031160900,6
17031161000,9
17031161100,2
17031161200,12.5
17031161300,10.5
17031170100,14.5
17031170200,10.2
17031170300,18.4
17031170400,18.2
17031170500,3.8
17031170600,6.1
17031170700,11.9
17031170800,8
17031170900,9
17031171000,8.9
17031171100,8
17031180100,14
17031190100,26.8
17031190200,19.2
17031190300,13.1
17031190401,15.6
17031190402,14.6
17031190601,18.6
17031190602,8.7
17031190701,20.8
17031190702,29.2
17031190800,19.5
17031190900,21.2
17031191000,28
17031191100,24.4
17031191200,33.3
17031191301,17.7
17031191302,15.2
17031200100,10
17031200200,24.6
17031200300,33.2
17031200401,23.5
17031200402,21
17031210100,19.3
17031210400,25.4
17031210501,19.4
17031210502,27.7
17031210601,12.4
17031210602,20
17031210700,22.9
17031210800,4.6
17031210900,20.9
17031220300,12
17031220400,7
17031220500,10
17031220601,27.8
17031220602,20.1
17031220701,20.3
17031220702,13.1
17031220901,40.5
17031220902,24.7
17031221000,31.2
17031221100,28.1
17031221200,13.1
17031221300,16.9
17031221400,15.3
17031221500,12.5
17031221600,6.6
17031222200,5.1
17031222500,20.4
17031222600,11.5
17031222700,31.1
17031222800,30.8
17031222900,18.5
17031230100,26.7
17031230200,23.9
17031230300,17
17031230400,20.5
17031230500,30.3
17031230600,33.5
17031230700,21.4
17031230800,17
17031230900,38.5
17031231100,26
17031231200,36
17031231500,36.2
17031240200,8.3
17031240300,4.7
17031240500,4.4
17031240600,17.1
17031240700,28.3
17031240800,30.3
17031240900,22.8
17031241000,33.8
17031241100,21.5
17031241200,17.2
17031241300,16.9
17031241400,11.5
17031241500,14.4
17031241600,14.7
17031242000,17.3
17031242100,6.1
17031242200,13.9
17031242300,8.3
17031242400,9.3
17031242500,15.6
17031242600,23.1
17031242700,35.2
17031242800,12.3
17031242900,9.9
17031243000,6.4
17031243100,11.8
17031243200,11.7
17031243300,12.3
17031243400,11.7
17031243500,11.6
17031250200,26.1
17031250300,38.3
17031250400,27.9
17031250500,12.4
17031250600,12.3
17031250700,26.4
17031250800,32.1
17031251000,21.9
17031251100,39.6
17031251200,26.6
17031251300,25.8
17031251400,31.1
17031251500,37.9
17031251600,30.9
17031251700,42
17031251800,39.6
17031251900,50.2
17031252000,32.7
17031252101,27.9
17031252102,30.2
17031252201,32.2
17031252202,37.2
17031260100,57
17031260200,46.7
17031260300,29.9
17031260400,62.2
17031260500,46
17031260600,51.1
17031260700,51.9
17031260800,51.2
17031260900,41.1
17031261000,39.4
17031270500,49.5
17031271200,49.2
17031271300,55
17031271400,41.1
17031271500,38.7
17031271800,70
17031280100,5.4
17031280400,49
17031280800,30.3
17031280900,50.1
17031281900,19.6
17031282700,31.1
17031282800,15
17031283100,33.1
17031283200,26.6
17031283800,24
17031290900,42.6
17031291200,42.1
17031291600,18.3
17031292200,49.2
17031292400,46.6
17031292500,33.9
17031300500,25.1
17031300600,26
17031300700,46.6
17031300800,34.4
17031300900,46.5
17031301100,47.8
17031301200,35.3
17031301600,38.1
17031301701,36.7
17031301702,27.3
17031301801,23.4
17031301802,31.8
17031301803,34.2
17031310200,16.7
17031310300,23.7
17031310400,20.1
17031310500,19.1
17031310600,37.9
17031310700,28.3
17031310800,18.2
17031310900,27.9
17031320100,10.5
17031320400,11.8
17031320600,13.5
17031330100,9.3
17031330200,14.7
17031340300,28.9
17031340400,35.5
17031340500,31.8
17031340600,61.6
17031350100,31.1
17031350400,67.3
17031351000,31.3
17031351100,71.7
17031351400,60.8
17031351500,38.8
17031360200,44.4
17031380100,40.3
17031380200,39
17031380500,42
17031380700,24.8
17031381200,19.9
17031381400,28.9
17031381500,36.6
17031381700,-
17031381800,29.3
17031381900,25.7
17031390100,8.9
17031390200,17.2
17031390300,45.4
17031390400,28.2
17031390500,17.9
17031390600,10.2
17031390700,18.3
17031400300,51.8
17031400400,38.9
17031400500,50.6
17031400800,48.4
17031410100,19.1
17031410200,38.5
17031410500,26.3
17031410600,35.1
17031410700,29.1
17031410800,18.7
17031410900,25.9
17031411000,8.8
17031411100,11.1
17031411200,23.2
17031420100,35.8
17031420200,32.9
17031420300,43.5
17031420400,46.5
17031420500,44.5
17031420600,59.7
17031420700,57.5
17031420800,31.4
17031421200,34.2
17031430101,31
17031430102,30.7
17031430200,39.3
17031430300,55.8
17031430400,61.9
17031430500,47
17031430600,26.7
17031430700,46.9
17031430800,27.3
17031430900,35.5
17031431200,17.7
17031431301,39
17031431302,36.2
17031431400,41.2
17031440101,44
17031440102,37.2
17031440201,37.1
17031440202,26.6
17031440300,14.9
17031440600,16.5
17031440700,11.7
17031440800,43.2
17031440900,24.9
17031450300,17.5
17031460100,37.2
17031460200,39.1
17031460301,31.9
17031460302,43.1
17031460400,20.6
17031460500,9.6
17031460600,21.1
17031460700,45.8
17031461000,40
17031470100,32.8
17031480100,7.6
17031480200,24.4
17031480300,26
17031480400,14.8
17031480500,20.5
17031490300,21
17031490400,5.4
17031490500,16.1
17031490600,22
17031490700,27.5
17031490800,35.6
17031490901,30.1
17031490902,20.8
17031491000,44
17031491100,17.2
17031491200,36.2
17031491300,54.3
17031491400,42.6
17031500100,21.2
17031500200,31.9
17031500300,21.3
17031510100,24
17031510200,18.5
17031510300,26.5
17031520100,31.5
17031520200,22
17031520300,31.2
17031520400,6.9
17031520500,13.6
17031520600,17.1
17031530100,32.5
17031530200,39.8
17031530300,20.2
17031530400,16.5
17031530501,35.8
17031530502,29.7
17031530503,29.9
17031530600,37.5
17031540101,65.4
17031540102,66.1
17031550100,21.4
17031550200,4.1
17031560100,11.3
17031560200,17.6
17031560300,12.7
17031560400,16.7
17031560700,8.5
17031560800,6
17031560900,4.4
17031561000,3.5
17031561100,4.3
17031570100,15.2
17031570200,12.5
17031570300,22.3
17031570400,13.3
17031570500,13.7
17031580100,24.7
17031580200,28.4
17031580300,21.3
17031580400,18.6
17031580501,24.7
17031580502,25.6
17031580600,16.4
17031580700,28.3
17031580800,29.1
17031590500,31.8
17031590600,16.9
17031590700,27.3
17031600400,27.2
17031600600,26.3
17031600700,20.7
17031600900,13
17031610300,29.5
17031610400,49.6
17031610800,18.4
17031611000,47.6
17031611100,46.1
17031611200,40.9
17031611300,29.7
17031611400,41.3
17031611500,30.9
17031611600,32.9
17031611700,37.1
17031611800,43.3
17031611900,42.5
17031612000,37
17031612100,24.5
17031620100,22.2
17031620200,7.6
17031620300,12.5
17031620400,12.6
17031630100,19.7
17031630200,27.4
17031630300,18.2
17031630400,25.1
17031630500,19.4
17031630800,19.9
17031630900,16.1
17031640100,12.2
17031640300,4.2
17031640400,6.8
17031640500,2.4
17031640600,24.4
17031640700,20.4
17031640800,18.4
17031650100,25.9
17031650200,17.7
17031650301,10.1
17031650302,16.2
17031650400,13.7
17031650500,16
17031660301,45.3
17031660302,29.9
17031660400,19.3
17031660500,31.8
17031660600,36.2
17031660700,39.2
17031660800,27.5
17031660900,41.2
17031661000,24.1
17031661100,22.5
17031670100,33.8
17031670200,42.5
17031670300,39.9
17031670400,42.9
17031670500,41
17031670600,38.9
17031670700,29.4
17031670800,47.6
17031670900,28.9
17031671100,56.6
17031671200,54.4
17031671300,21.9
17031671400,39.5
17031671500,43.3
17031671600,26.9
17031671800,41.2
17031671900,23.3
17031672000,19.2
17031680500,56.5
17031680600,53.5
17031680900,40.4
17031681000,52.2
17031681100,53.6
17031681200,41.4
17031681300,39.1
17031681400,32.4
17031690300,53.4
17031690400,33.4
17031690500,37.7
17031690900,31.7
17031691000,17.6
17031691100,42.8
17031691200,47.8
17031691300,24.3
17031691400,28.9
17031691500,36.9
17031700100,19
17031700200,12.8
17031700301,17.5
17031700302,5.3
17031700401,12.2
17031700402,17.8
17031700501,8.2
17031700502,7.6
17031710100,61.1
17031710200,32.2
17031710300,35.7
17031710400,28.8
17031710500,30.8
17031710600,34.3
17031710700,24.5
17031710800,18.4
17031710900,52.4
17031711000,31.1
17031711100,11
17031711200,21.3
17031711300,28.6
17031711400,31.2
17031711500,29.8
17031720100,1.2
17031720200,7.7
17031720300,1.7
17031720400,1.9
17031720500,1.3
17031720600,4.5
17031720700,6.4
17031730100,13.9
17031730201,23
17031730202,11.6
17031730300,17.2
17031730400,13.4
17031730500,22.6
17031730600,11.2
17031730700,34
17031740100,2.2
17031740200,4.6
17031740300,2.8
17031740400,5.6
17031750100,20
17031750200,14.8
17031750300,3.5
17031750400,3.4
17031750500,25.1
17031750600,38.6
17031760801,11.9
17031760802,10.1
17031760803,17.9
17031770201,8.8
17031770202,4.4
17031770300,4
17031770400,11
17031770500,24.8
17031770601,12.5
17031770602,21.8
17031770700,11
17031770800,6
17031770901,8
17031770902,6.6
17031800100,1.1
17031800200,4.5
17031800300,3.4
17031800400,3.1
17031800500,2.1
17031800600,1.8
17031800700,1.2
17031800800,6.7
17031800900,6.2
17031801000,5.2
17031801100,0.9
17031801200,3.4
17031801300,2.9
17031801400,1.7
17031801500,3.4
17031801601,2.4
17031801603,13.8
17031801605,2.7
17031801606,4.3
17031801607,7.2
17031801608,3.7
17031801701,1.3
17031801702,0.9
17031801800,5.8
17031801901,3.8
17031801902,1.5
17031802002,4.1
17031802003,10.2
17031802004,5.8
17031802100,4.1
17031802200,2.8
17031802300,6.8
17031802402,20.4
17031802403,4.1
17031802404,17.9
17031802503,9.4
17031802504,4.7
17031802505,16.2
17031802506,10.6
17031802605,3.1
17031802607,1.7
17031802608,4.6
17031802609,10.4
17031802610,1
17031802701,7.2
17031802702,5.6
17031802801,4.3
17031802802,5.1
17031802900,1.5
17031803005,7.9
17031803007,4.3
17031803008,2.3
17031803010,4.6
17031803012,6.6
17031803013,4.7
17031803014,5.8
17031803015,5
17031803016,4
17031803017,3.6
17031803100,3.2
17031803200,2.7
17031803300,5.5
17031803400,5.4
17031803500,4.8
17031803603,3
17031803604,4.8
17031803605,12.2
17031803606,22.4
17031803607,2.1
17031803608,10.8
17031803610,5.9
17031803611,21.7
17031803612,27.6
17031803701,5.5
17031803702,6.3
17031803800,4.4
17031803901,10.2
17031803902,6.1
17031804000,6.2
17031804102,2.8
17031804104,1.4
17031804105,2.2
17031804106,3.3
17031804108,8.1
17031804109,6.3
17031804201,10
17031804202,2.3
17031804305,3.9
17031804306,8.8
17031804308,4.2
17031804309,7.3
17031804310,4.1
17031804311,8.9
17031804403,19.4
17031804404,6.9
17031804405,24.2
17031804406,11.1
17031804505,11.7
17031804506,2
17031804507,3.7
17031804508,25.4
17031804509,3.5
17031804510,16.3
17031804511,20.8
17031804603,5.7
17031804606,1.1
17031804607,4
17031804608,7.5
17031804609,1.2
17031804610,4
17031804611,2.5
17031804701,9.2
17031804705,8.7
17031804706,4.3
17031804709,7.9
17031804710,2.3
17031804711,11
17031804712,2.1
17031804713,5.4
17031804714,2.8
17031804715,9.2
17031804716,3.1
17031804803,6
17031804804,7.5
17031804805,5.2
17031804806,5
17031804807,5.1
17031804808,5.5
17031804809,2.7
17031804810,10.7
17031804901,4.8
17031804902,3
17031805001,2.5
17031805002,8.1
17031805105,15.7
17031805106,9.1
17031805107,11.4
17031805108,5.5
17031805109,5.5
17031805110,6.5
17031805111,7.2
17031805112,3.6
17031805201,1.9
17031805202,6
17031805301,10.4
17031805302,7
17031805401,6.7
17031805402,11.3
17031805501,4.3
17031805502,4.8
17031805600,2.3
17031805701,2.8
17031805702,3.4
17031805801,5.6
17031805802,3.6
17031805901,5.7
17031805902,11.7
17031806001,9.9
17031806002,22
17031806003,7
17031806004,9.1
17031806102,4.5
17031806103,6.7
17031806104,26
17031806201,7.6
17031806202,11.7
17031806300,5
17031806400,23.4
17031806501,14.4
17031806502,7.6
17031806600,6.2
17031806700,2.6
17031806801,14.3
17031806802,4.4
17031806900,9.5
17031807000,15
17031807100,5.9
17031807200,8.2
17031807300,13.6
17031807400,14.8
17031807500,2
17031807600,9.5
17031807700,20.5
17031807800,5.4
17031807900,5.3
17031808001,6.1
17031808002,5.6
17031808100,11.9
17031808200,12.1
17031808301,11
17031808302,5.9
17031808400,4.7
17031808500,10.8
17031808600,3.1
17031808702,26.1
17031808800,7.6
17031808900,5.3
17031809000,1.8
17031809100,3.7
17031809200,22.1
17031809300,44.7
17031809400,24.3
17031809500,21.1
17031809600,11.4
17031809700,5.4
17031809800,15.2
17031809900,5.5
17031810000,11.6
17031810100,14.6
17031810200,9
17031810301,9.7
17031810302,6.5
17031810400,3.8
17031810501,9.4
17031810502,9.7
17031810600,13.8
17031810701,18.9
17031810702,8.5
17031810800,8.4
17031810900,8.7
17031811000,8.1
17031811100,13.5
17031811200,9.4
17031811301,5.7
17031811302,25.3
17031811401,9.9
17031811402,8
17031811500,4.5
17031811600,20.5
17031811701,13.5
17031811702,15.7
17031811800,15.8
17031811900,6.3
17031812000,3
17031812100,10.4
17031812200,2.9
17031812301,11.4
17031812302,7.4
17031812400,3.2
17031812500,13.6
17031812600,14.3
17031812700,11.2
17031812801,15.4
17031812802,12.6
17031812900,6.1
17031813000,4.8
17031813100,7.3
17031813200,3.2
17031813301,29.3
17031813302,23
17031813400,27.8
17031813500,15.8
17031813600,24.8
17031813701,35.3
17031813702,21.7
17031813801,12.3
17031813802,20.2
17031813900,22.4
17031814000,16.9
17031814100,25.5
17031814200,27.9
17031814300,22.3
17031814400,21.8
17031814500,6.8
17031814600,18.9
17031814700,16.6
17031814800,6
17031814900,17.3
17031815000,16.8
17031815100,8.1
17031815200,15.5
17031815300,11.2
17031815400,12.9
17031815500,14
17031815600,12.2
17031815701,1.9
17031815702,7.5
17031815800,4.9
17031815900,16
17031816000,5.5
17031816100,10.6
17031816200,11.1
17031816300,13.8
17031816401,20.2
17031816402,17.3
17031816500,25.6
17031816600,20.6
17031816700,15.8
17031816800,7.2
17031816900,11.9
17031817000,15.5
17031817101,13.1
17031817102,14.1
17031817200,21.9
17031817300,38
17031817400,19.1
17031817500,28.6
17031817600,7.4
17031817700,18.4
17031817900,17.7
17031818000,8.9
17031818100,3.6
17031818200,7.2
17031818300,15.5
17031818401,8
17031818402,7.8
17031818500,5.6
17031818600,6.8
17031818700,9.8
17031818800,10.8
17031818900,4.4
17031819000,3
17031819100,8.6
17031819200,15.2
17031819300,8.6
17031819400,10.6
17031819500,13.6
17031819600,2.9
17031819700,3.2
17031819801,1
17031819802,4.1
17031819900,2.9
17031820000,6.8
17031820101,2.7
17031820103,9.5
17031820104,15
17031820201,5.8
17031820202,7.8
17031820300,12.7
17031820400,22.5
17031820501,12
17031820502,10.8
17031820603,15.4
17031820604,15.6
17031820605,24.4
17031820606,9.4
17031820700,6.5
17031820800,9.6
17031820901,12.4
17031820902,7.7
17031821001,9.9
17031821002,12.7
17031821101,12.2
17031821102,13.8
17031821200,23.1
17031821300,20.2
17031821401,15.9
17031821402,14.4
17031821500,37.9
17031821600,9.1
17031821700,1.6
17031821800,7.4
17031821900,9.3
17031822000,10
17031822101,7.5
17031822102,12.1
17031822200,6.9
17031822301,14.1
17031822302,13.5
17031822400,32.2
17031822500,7.2
17031822601,5.5
17031822602,9.3
17031822701,11.3
17031822702,16.8
17031822801,13
17031822802,3.8
17031822900,8
17031823001,20.1
17031823002,12.5
17031823101,13.7
17031823102,8.7
17031823200,9.6
17031823302,12.5
17031823303,13.8
17031823304,11.5
17031823400,21
17031823500,17.3
17031823602,6.2
17031823603,34.8
17031823604,5
17031823605,10.1
17031823702,18.1
17031823703,28.2
17031823704,4.3
17031823705,25.7
17031823801,3
17031823803,9.4
17031823805,10.1
17031823806,10.9
17031823901,2.3
17031823903,5.8
17031823904,1.3
17031824003,2.3
17031824004,7.2
17031824005,4.1
17031824006,5.2
17031824105,6.1
17031824106,2.5
17031824107,3.7
17031824108,8.5
17031824113,0.8
17031824114,3.8
17031824115,11.6
17031824116,11
17031824117,2.9
17031824119,4.8
17031824120,3.8
17031824121,9
17031824122,8.5
17031824123,10.7
17031824300,32.2
17031824400,17.8
17031824503,4.2
17031824505,5.5
17031824506,2.3
17031824507,14.7
17031824601,5.8
17031824602,9.8
17031824701,5.5
17031824702,16.8
17031824800,31.6
17031824900,24.8
17031825000,11.8
17031825200,3
17031825302,8.6
17031825303,15.9
17031825304,6.1
17031825400,9.2
17031825501,18.8
17031825503,16.7
17031825504,6.1
17031825505,16.4
17031825600,28.4
17031825700,23.4
17031825801,33.4
17031825802,9.6
17031825803,17.8
17031825900,28.8
17031826000,27.6
17031826100,19
17031826201,15.2
17031826202,18.6
17031826301,13.1
17031826303,21.7
17031826304,29.2
17031826401,17.6
17031826402,18.9
17031826500,39.1
17031826600,30.5
17031826700,27.1
17031826800,30.2
17031826901,45.4
17031826902,34.1
17031827000,41.1
17031827100,34.7
17031827200,28.7
17031827300,40
17031827400,34.3
17031827500,36.4
17031827600,30.5
17031827700,25.3
17031827801,12.8
17031827802,10.4
17031827804,5.2
17031827805,7.4
17031827901,10.6
17031827902,21.8
17031828000,21
17031828100,11.7
17031828201,9.4
17031828202,8.6
17031828300,12
17031828401,5.2
17031828402,9.1
17031828503,21.5
17031828504,25.3
17031828505,15.4
17031828506,15.5
17031828601,6.1
17031828602,7.5
17031828701,10.6
17031828702,17.6
17031828801,4.3
17031828802,10.3
17031828900,39.2
17031829000,69.4
17031829100,36.5
17031829200,30.4
17031829301,10.6
17031829302,43
17031829401,42.1
17031829402,15.3
17031829500,20.2
17031829600,22.8
17031829700,32.4
17031829800,4.5
17031829901,8.7
17031829902,7.9
17031830001,12.4
17031830003,15.4
17031830004,10.4
17031830005,3.3
17031830006,9.9
17031830007,26.6
17031830008,4.3
17031830100,4.6
17031830201,25.3
17031830202,27.3
17031830300,29
17031830400,14.1
17031830500,29.3
17031830600,23.5
17031830700,34.2
17031830800,6.9
17031830900,5.4
17031831000,1.5
17031831100,19
17031831200,23.1
17031831300,28.8
17031831400,22.3
17031831500,10.7
17031831600,13.3
17031831700,17.8
17031831800,21
17031831900,5.7
17031832000,15.5
17031832100,18.5
17031832200,7.7
17031832300,7.7
17031832400,11.3
17031832500,17.2
17031832600,7.8
17031832900,37.6
17031833000,12.2
17031833100,13.1
17031833300,41.1
17031833900,33.9
17031834000,22.9
17031834200,30.2
17031834300,22.5
17031834400,29.5
17031834500,39.5
17031834600,43.7
17031834700,48.7
17031834800,41.3
17031834900,49.5
17031835000,41.1
17031835100,22.2
17031835200,15.9
17031835500,38.2
17031835600,25.9
17031835700,45
17031835800,36.9
17031835900,44.5
17031836000,35.3
17031836100,33.6
17031836200,25.7
17031836300,14.3
17031836400,26.1
17031836500,29.4
17031836600,20.3
17031836700,33.8
17031836800,55.9
17031836900,37.1
17031837000,41.4
17031837100,19.5
17031837300,28.5
17031837400,42.7
17031837800,35.1
17031838000,44.8
17031838100,36
17031838200,37.9
17031838300,29.8
17031838600,59
17031838700,50
17031838800,47.9
17031839000,20.7
17031839100,15.1
17031839200,22.7
17031839500,30.1
17031839600,17.2
17031839700,26.7
17031839800,18
17031839900,12.6
17031840000,17
17031840100,20.5
17031840200,18.9
17031840300,22.9
17031840400,27.5
17031840700,40.4
17031840800,33
17031841000,21
17031841100,35.1
17031841200,31.2
17031841300,26.6
17031841400,42.9
17031841500,51.3
17031841600,57.2
17031841700,41
17031841800,30.4
17031841900,12.3
17031842000,15.6
17031842100,32.9
17031842200,11.1
17031842300,12.7
17031842400,25.5
17031842500,68.1
17031842600,17.5
17031842800,35.6
17031842900,38.1
17031843000,52
17031843100,39.9
17031843200,26.8
17031843300,46.4
17031843400,36.5
17031843500,22
17031843600,32.1
17031843700,6.2
17031843800,21.1
17031843900,30
17031980000,-
17031980100,-
17031990000,-
