GEOID,median_gross_rent_2016
17031350100,1057
17031350400,286
17031351000,1045
17031351100,386
17031351400,375
17031351500,1077
17031360200,817
17031380100,433
17031380200,634
17031380500,1009
17031380700,747
17031381200,792
17031381400,925
17031381500,1063
17031381700,-
17031381800,996
17031381900,740
17031390100,1087
17031390200,993
17031390300,645
17031390400,714
17031390500,1001
17031390600,966
17031390700,1330
17031400300,1043
17031400400,1009
17031400500,894
17031400800,782
17031410100,1031
17031410200,941
17031410500,1213
17031410600,1045
17031410700,1188
17031410800,952
17031410900,981
17031411000,986
17031411100,1194
17031411200,1316
17031420100,842
17031420200,999
17031420300,816
17031420400,845
17031420500,835
17031420600,790
17031420700,974
17031420800,1038
17031421200,533
17031430101,877
17031430102,719
17031430200,762
17031430300,958
17031430400,955
17031430500,776
17031430600,773
17031430700,861
17031430800,1049
17031430900,823
17031431200,1080
17031431301,863
17031431302,820
17031431400,843
17031440101,749
17031440102,807
17031440201,885
17031440202,760
17031440300,898
17031440600,962
17031440700,1015
17031440800,824
17031440900,939
17031450300,905
17031460100,794
17031460200,718
17031460301,855
17031460302,901
17031460400,917
17031460500,741
17031460600,845
17031460700,631
17031461000,364
17031470100,625
17031480100,933
17031480200,958
17031480300,876
17031480400,838
17031480500,964
17031490300,1073
17031490400,1100
17031490500,1175
17031490600,1019
17031490700,1096
17031490800,903
17031490901,779
17031490902,887
17031491000,1084
17031491100,1313
17031491200,1210
17031491300,1159
17031491400,850
17031500100,926
17031500200,884
17031500300,787
17031510100,762
17031510200,970
17031510300,1112
17031520100,729
17031520200,787
17031520300,790
17031520400,855
17031520500,955
17031520600,838
17031530100,700
17031530200,1059
17031530300,917
17031530400,1336
17031530501,864
17031530502,1176
17031530503,1171
17031530600,951
17031540101,386
17031540102,442
17031550100,861
17031550200,921
17031560100,908
17031560200,965
17031560300,1183
17031560400,713
17031560700,883
17031560800,996
17031560900,1214
17031561000,948
17031561100,957
17031570100,686
17031570200,649
17031570300,879
17031570400,910
17031570500,896
17031580100,870
17031580200,858
17031580300,731
17031580400,777
17031580501,799
17031580502,781
17031580600,793
17031580700,800
17031580800,824
17031590500,898
17031590600,867
17031590700,875
17031600400,821
17031600600,749
17031600700,927
17031600900,837
17031610300,684
17031610400,686
17031610800,900
17031611000,775
17031611100,663
17031611200,718
17031611300,686
17031611400,690
17031611500,719
17031611600,742
17031611700,808
17031611800,952
17031611900,822
17031612000,916
17031612100,856
17031620100,838
17031620200,923
17031620300,1129
17031620400,1017
17031630100,648
17031630200,788
17031630300,920
17031630400,813
17031630500,811
17031630800,782
17031630900,832
17031640100,1123
17031640300,955
17031640400,931
17031640500,869
17031640600,882
17031640700,1116
17031640800,804
17031650100,851
17031650200,867
17031650301,1124
17031650302,983
17031650400,1070
17031650500,1330
17031660301,773
17031660302,876
17031660400,785
17031660500,753
17031660600,844
17031660700,828
17031660800,886
17031660900,937
17031661000,909
17031661100,925
17031670100,991
17031670200,889
17031670300,862
17031670400,831
17031670500,928
17031670600,755
17031670700,909
17031670800,869
17031670900,1033
17031671100,920
17031671200,1051
17031671300,844
17031671400,1037
17031671500,939
17031671600,713
17031671800,1046
17031671900,1069
17031672000,1120
17031680500,969
17031680600,879
17031680900,637
17031681000,731
17031681100,963
17031681200,854
17031681300,820
17031681400,890
17031690300,641
17031690400,828
17031690500,776
17031690900,838
17031691000,873
17031691100,883
17031691200,935
17031691300,738
17031691400,903
17031691500,769
17031700100,1080
17031700200,1056
17031700301,1292
17031700302,1132
17031700401,959
17031700402,1574
17031700501,922
17031700502,-
17031710100,684
17031710200,886
17031710300,877
17031710400,943
17031710500,863
17031710600,839
17031710700,721
17031710800,852
17031710900,777
17031711000,759
17031711100,792
17031711200,787
17031711300,915
17031711400,748
17031711500,1389
17031720100,1019
17031720200,862
17031720300,-
17031720400,691
17031720500,950
17031720600,758
17031720700,868
17031730100,888
17031730201,795
17031730202,1273
17031730300,912
17031730400,1032
17031730500,1152
17031730600,841
17031730700,1402
17031740100,993
17031740200,1183
17031740300,1171
17031740400,1041
17031750100,681
17031750200,980
17031750300,997
17031750400,933
17031750500,1145
17031750600,1195
17031760801,1073
17031760802,1092
17031760803,989
17031770201,992
17031770202,1887
17031770300,1158
17031770400,948
17031770500,884
17031770601,735
17031770602,914
17031770700,884
17031770800,915
17031770901,1068
17031770902,921
17031800100,"3,500+"
17031800200,1228
17031800300,1441
17031800400,1617
17031800500,2250
17031800600,-
17031800700,1750
17031800800,1431
17031800900,2345
17031801000,1907
17031801100,1917
17031801200,1870
17031801300,927
17031801400,2200
17031801500,1603
17031801601,1721
17031801603,1114
17031801605,2620
17031801606,2402
17031801607,1357
17031801608,2183
17031801701,-
17031801702,1823
17031801800,2053
17031801901,1776
17031801902,1669
17031802002,1724
17031802003,1159
17031802004,1062
17031802100,582
17031802200,1258
17031802300,1963
17031802402,947
17031802403,1288
17031802404,1289
17031802503,1298
17031802504,1483
17031802505,961
17031802506,1068
17031802605,1402
17031802607,1881
17031802608,907
17031802609,1069
17031802610,1345
17031802701,971
17031802702,399
17031802801,961
17031802802,1288
17031802900,1828
17031803005,961
17031803007,1292
17031803008,1116
17031803010,1144
17031803012,1142
17031803013,1008
17031803014,1094
17031803015,975
17031803016,1367
17031803017,1255
17031803100,1745
17031803200,880
17031803300,1395
17031803400,1208
17031803500,2062
17031803603,1518
17031803604,1071
17031803605,1048
17031803606,998
17031803607,1551
17031803608,1166
17031803610,1135
17031803611,1069
17031803612,1061
17031803701,1182
17031803702,1259
17031803800,1394
17031803901,1275
17031803902,1405
17031804000,1310
17031804102,1382
17031804104,1867
17031804105,-
17031804106,1632
17031804108,1266
17031804109,941
17031804201,1393
17031804202,1425
17031804305,1445
17031804306,1583
17031804308,1582
17031804309,1429
17031804310,1403
17031804311,1911
17031804403,1133
17031804404,1696
17031804405,934
17031804406,1228
17031804505,1284
17031804506,1892
17031804507,1666
17031804508,1370
17031804509,1567
17031804510,958
17031804511,973
17031804603,1182
17031804606,1344
17031804607,1386
17031804608,1559
17031804609,1385
17031804610,1375
17031804611,1221
17031804701,1109
17031804705,1117
17031804706,1031
17031804709,1075
17031804710,1310
17031804711,1304
17031804712,1585
17031804713,1191
17031804714,1496
17031804715,930
17031804716,1163
17031804803,1172
17031804804,1353
17031804805,1417
17031804806,1329
17031804807,1314
17031804808,1786
17031804809,1631
17031804810,986
17031804901,992
17031804902,1028
17031805001,1104
17031805002,945
17031805105,1219
17031805106,1018
17031805107,1003
17031805108,1011
17031805109,462
17031805110,1790
17031805111,980
17031805112,1052
17031805201,1388
17031805202,1153
17031805301,925
17031805302,1438
17031805401,1096
17031805402,1308
17031805501,1405
17031805502,1102
17031805600,1165
17031805701,1263
17031805702,2056
17031805801,1500
17031805802,1351
17031805901,1427
17031805902,1148
17031806001,1003
17031806002,1060
17031806003,1188
17031806004,952
17031806102,810
17031806103,1079
17031806104,943
17031806201,1082
17031806202,943
17031806300,1181
17031806400,1418
17031806501,1071
17031806502,1190
17031806600,1256
17031806700,1725
17031806801,1243
17031806802,1147
17031806900,1549
17031807000,1101
17031807100,1661
17031807200,1210
17031807300,1117
17031807400,1175
17031807500,969
17031807600,1641
17031807700,1077
17031807800,2076
17031807900,2379
17031808001,-
17031808002,1712
17031808100,1036
17031808200,1231
17031808301,1666
17031808302,996
17031808400,1222
17031808500,3179
17031808600,1800
17031808702,1205
17031808800,1239
17031808900,1257
17031809000,2253
17031809100,1383
17031809200,1104
17031809300,1423
17031809400,1444
17031809500,1461
17031809600,1421
17031809700,1193
17031809800,1113
17031809900,1626
17031810000,1290
17031810100,1150
17031810200,1125
17031810301,969
17031810302,1297
17031810400,1229
17031810501,1609
17031810502,903
17031810600,953
17031810701,925
17031810702,870
17031810800,1187
17031810900,1038
17031811000,1190
17031811100,878
17031811200,963
17031811301,837
17031811302,857
17031811401,709
17031811402,1010
17031811500,956
17031811600,873
17031811701,724
17031811702,804
17031811800,1763
17031811900,1294
17031812000,1188
17031812100,1157
17031812200,971
17031812301,1613
17031812302,1271
17031812400,1526
17031812500,913
17031812600,969
17031812700,1107
17031812801,919
17031812802,947
17031812900,1161
17031813000,1223
17031813100,1109
17031813200,1048
17031813301,778
17031813302,855
17031813400,947
17031813500,914
17031813600,856
17031813701,868
17031813702,914
17031813801,907
17031813802,730
17031813900,877
17031814000,788
17031814100,835
17031814200,804
17031814300,895
17031814400,843
17031814500,949
17031814600,932
17031814700,989
17031814800,899
17031814900,934
17031815000,958
17031815100,1020
17031815200,858
17031815300,756
17031815400,924
17031815500,1065
17031815600,855
17031815701,1065
17031815702,947
17031815800,1068
17031815900,940
17031816000,1058
17031816100,942
17031816200,888
17031816300,1014
17031816401,906
17031816402,853
17031816500,774
17031816600,1069
17031816700,784
17031816800,974
17031816900,1221
17031817000,1115
17031817101,959
17031817102,1131
17031817200,1014
17031817300,1014
17031817400,941
17031817500,733
17031817600,860
17031817700,1380
17031817900,902
17031818000,902
17031818100,1221
17031818200,1226
17031818300,951
17031818401,1100
17031818402,1133
17031818500,2181
17031818600,932
17031818700,1130
17031818800,956
17031818900,1140
17031819000,2564
17031819100,946
17031819200,967
17031819300,792
17031819400,1020
17031819500,1122
17031819600,1521
17031819700,-
17031819801,1746
17031819802,-
17031819900,1536
17031820000,1912
17031820101,1036
17031820103,1073
17031820104,928
17031820201,1193
17031820202,849
17031820300,846
17031820400,845
17031820501,840
17031820502,908
17031820603,997
17031820604,887
17031820605,917
17031820606,1108
17031820700,842
17031820800,945
17031820901,919
17031820902,1180
17031821001,983
17031821002,1018
17031821101,992
17031821102,1223
17031821200,731
17031821300,790
17031821401,909
17031821402,763
17031821500,937
17031821600,926
17031821700,952
17031821800,968
17031821900,1435
17031822000,436
17031822101,895
17031822102,812
17031822200,1560
17031822301,1420
17031822302,1085
17031822400,982
17031822500,1178
17031822601,946
17031822602,1098
17031822701,1035
17031822702,857
17031822801,936
17031822802,1135
17031822900,1097
17031823001,922
17031823002,937
17031823101,968
17031823102,868
17031823200,1106
17031823302,916
17031823303,967
17031823304,858
17031823400,784
17031823500,968
17031823602,848
17031823603,897
17031823604,1142
17031823605,854
17031823702,963
17031823703,951
17031823704,2106
17031823705,885
17031823801,1715
17031823803,1254
17031823805,1375
17031823806,830
17031823901,1558
17031823903,-
17031823904,1738
17031824003,1246
17031824004,699
17031824005,844
17031824006,1285
17031824105,-
17031824106,1064
17031824107,1963
17031824108,990
17031824113,-
17031824114,2225
17031824115,1087
17031824116,995
17031824117,-
17031824119,-
17031824120,1689
17031824121,1486
17031824122,1127
17031824123,1047
17031824300,800
17031824400,840
17031824503,872
17031824505,957
17031824506,1134
17031824507,1005
17031824601,1048
17031824602,946
17031824701,903
17031824702,1106
17031824800,1108
17031824900,1025
17031825000,792
17031825200,1463
17031825302,1094
17031825303,1124
17031825304,987
17031825400,965
17031825501,1558
17031825503,1752
17031825504,1238
17031825505,1335
17031825600,1024
17031825700,936
17031825801,969
17031825802,1031
17031825803,915
17031825900,871
17031826000,915
17031826100,1170
17031826201,775
17031826202,983
17031826301,948
17031826303,1303
17031826304,932
17031826401,1201
17031826402,1218
17031826500,1159
17031826600,877
17031826700,759
17031826800,881
17031826901,853
17031826902,615
17031827000,886
17031827100,773
17031827200,931
17031827300,627
17031827400,867
17031827500,907
17031827600,1290
17031827700,1305
17031827801,1420
17031827802,1369
17031827804,1477
17031827805,1705
17031827901,-
17031827902,1122
17031828000,881
17031828100,931
17031828201,879
17031828202,884
17031828300,832
17031828401,1068
17031828402,941
17031828503,975
17031828504,1110
17031828505,1182
17031828506,927
17031828601,1292
17031828602,1746
17031828701,899
17031828702,956
17031828801,1294
17031828802,-
17031828900,861
17031829000,748
17031829100,742
17031829200,869
17031829301,1151
17031829302,866
17031829401,1177
17031829402,727
17031829500,742
17031829600,844
17031829700,822
17031829800,1533
17031829901,1405
17031829902,1478
17031830001,786
17031830003,1375
17031830004,1049
17031830005,1923
17031830006,706
17031830007,938
17031830008,2049
17031830100,1716
17031830201,1075
17031830202,1514
17031830300,946
17031830400,1288
17031830500,815
17031830600,905
17031830700,677
17031830800,1019
17031830900,1306
17031831000,1617
17031831100,980
17031831200,921
17031831300,764
17031831400,939
17031831500,1006
17031831600,925
17031831700,1066
17031831800,985
17031831900,1576
17031832000,1596
17031832100,1050
17031832200,1325
17031832300,1606
17031832400,1334
17031832500,1241
17031832600,1877
17031832900,1505
17031833000,1898
17031833100,1725
17031833300,1386
17031833900,761
17031834000,999
17031834200,859
17031834300,774
17031834400,1063
17031834500,1016
17031834600,779
17031834700,929
17031834800,686
17031834900,656
17031835000,828
17031835100,908
17031835200,744
17031835500,436
17031835600,683
17031835700,741
17031835800,1079
17031835900,710
17031836000,1073
17031836100,948
17031836200,976
17031836300,956
17031836400,471
17031836500,764
17031836600,911
17031836700,861
17031836800,854
17031836900,814
17031837000,912
17031837100,912
17031837300,963
17031837400,911
17031837800,1102
17031838000,459
17031838100,500
17031838200,950
17031838300,1115
17031838600,734
17031838700,882
17031838800,383
17031839000,1901
17031839100,1795
17031839200,851
17031839500,343
17031839600,919
17031839700,905
17031839800,882
17031839900,926
17031840000,884
17031840100,810
17031840200,889
17031840300,906
17031840400,780
17031840700,733
17031840800,701
17031841000,1000
17031841100,778
17031841200,859
17031841300,845
17031841400,900
17031841500,929
17031841600,1247
17031841700,443
17031841800,911
17031841900,1839
17031842000,2139
17031842100,835
17031842200,1864
17031842300,1772
17031842400,956
17031842500,380
17031842600,999
17031842800,875
17031842900,573
17031843000,822
17031843100,917
17031843200,844
17031843300,918
17031843400,702
17031843500,746
17031843600,1061
17031843700,1279
17031843800,1109
17031843900,988
17031980000,-
17031980100,-
17031990000,-
