PERMIT#,PERMIT_TYPE,REVIEW_TYPE,ISSUE_DATE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,SUFFIX,COMMUNITY_AREA,CENSUS_TRACT,WARD
100657469,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/2/16,1829,S,KEDZIE,AVE,29,843100,24
100658383,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/6/16,7601,S,OGLESBY,AVE,43,431200,7
100659166,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/11/16,4607,S,VINCENNES,AVE,38,381200,3
100659174,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/11/16,1709,W,18TH,PL,31,310800,25
100662917,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/8/16,5309,S,WASHTENAW,AVE,63,630500,14
100665235,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/4/16,6733,N,GREENVIEW,AVE,1,10600,49
100666315,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/6/16,7601,S,CICERO,AVE,65,650500,18
100667360,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/9/16,7606,S,ARTESIAN,AVE,70,700100,18
100668318,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/7/16,1839,W,CHICAGO,AVE,24,243100,1
100668522,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/7/16,859,N,RICHMOND,ST,24,242700,26
100678373,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/6/16,4300,S,MOZART,ST,58,580502,15
100680977,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/12/16,5425,S,WABASH,AVE,40,400300,3
100681834,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/1/16,1667,N,RICHMOND,ST,24,240800,1
100682344,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,12/5/16,2035,W,CORTLAND,ST,22,832200,32
100682493,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/8/16,3945,N,JANSSEN,AVE,6,60400,47
100678803,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,11/8/16,2627,W,25TH,ST,30,301200,24
100647728,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/2/16,750,W,WILLOW,ST,7,71800,43
100664292,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/11/16,3940,W,LAWRENCE,AVE,14,140301,35
100584184,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/11/16,11259,S,SAWYER,AVE,74,740400,19
100598788,PERMIT - NEW CONSTRUCTION,SELF CERT,4/7/16,1917,N,FREMONT,ST,7,832600,43
100617702,PERMIT - NEW CONSTRUCTION,SELF CERT,5/6/16,437,W,BELDEN,AVE,7,71300,43
100623134,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/7/16,8047,S,MARSHFIELD,AVE,71,710500,21
100634012,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/2/16,11018,S,TROY,ST,74,740100,19
100659259,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/1/16,7822,S,EAST END,AVE,43,834200,8
100662951,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/5/16,1933,W,GRAND,AVE,24,243100,1
100664233,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/4/16,1837,N,MOHAWK,ST,7,71600,43
100664630,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/1/16,10346,S,CHRISTIANA,AVE,74,740200,19
100666925,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/7/16,1947,W,GRAND,AVE,24,243100,1
100674931,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/2/16,2241,W,108TH,PL,75,750200,19
100674935,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/1/16,3812,W,110TH,PL,74,740300,19
100638789,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,327,S,HOYNE,AVE,28,838000,27
100638796,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,321,S,HOYNE,AVE,28,838000,27
100638798,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,318,S,SEELEY,AVE,28,838000,27
100638822,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,316,S,SEELEY,AVE,28,838000,27
100638824,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,2050,W,VAN BUREN,ST,28,838000,27
100638827,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,2100,W,VAN BUREN,ST,28,838000,27
100638835,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,2106,W,VAN BUREN,ST,28,838000,27
100638986,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,2117,W,JACKSON,BLVD,28,838000,27
100639003,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,2135,W,JACKSON,BLVD,28,838000,27
100639004,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,2143,W,JACKSON,BLVD,28,838000,27
100644278,PERMIT - NEW CONSTRUCTION,TRADITIONAL DEVELOPER SERVICES,4/11/16,11601,W,TOUHY,AVE,76,,41
100645603,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/8/16,1745,N,KEYSTONE,AVE,23,230500,26
100639192,PERMIT - NEW CONSTRUCTION,SELF CERT,8/3/16,6339,N,LEONA,AVE,12,120200,39
100665339,PERMIT - NEW CONSTRUCTION,SELF CERT,11/10/16,1838,W,RACE,AVE,24,243100,1
100654388,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,6/9/16,659,W,WRIGHTWOOD,AVE,7,70200,43
100682578,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,12/7/16,445,E,OHIO,ST,8,81402,42
100658224,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/5/16,1435,W,CULLOM,AVE,6,60100,47
100659447,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,9/7/16,1527,W,NELSON,ST,6,62700,32
100673932,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/11/16,3545,N,RETA,AVE,6,832000,44
100663474,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,8/4/16,3304,N,NOTTINGHAM,AVE,17,171000,29
100673927,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/7/16,2440,N,LAKEVIEW,AVE,7,70101,43
100636398,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/12/16,300,W,ADAMS,ST,32,839100,42
100636715,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/10/16,71,S,WACKER,DR,32,839100,42
100636908,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/8/16,222,W,MERCHANDISE MART,PLZ,8,81800,42
100648280,PERMIT - RENOVATION/ALTERATION,SELF CERT,6/1/16,1306,N,DEARBORN,ST,8,80202,2
100653456,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/6/16,1200,S,FEDERAL,ST,33,330200,3
100674275,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/11/16,159,E,WALTON,PL,8,81300,2
100613769,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/2/16,6738,S,PRAIRIE,AVE,69,690400,6
100667999,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9/2/16,3116,S,RACINE,AVE,60,600900,11
100673481,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/5/16,2722,E,75TH,PL,43,431400,7
100617474,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6/10/16,6800,S,ASHLAND,AVE,67,671500,17
100626354,PERMIT - RENOVATION/ALTERATION,SELF CERT,1/10/16,33,N,DEARBORN,ST,32,839100,42
100628288,PERMIT - RENOVATION/ALTERATION,SELF CERT,1/8/16,135,S,LA SALLE,ST,32,839100,42
100628344,PERMIT - RENOVATION/ALTERATION,SELF CERT,1/5/16,111,E,WACKER,DR,32,320100,42
100630283,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,1/8/16,1854,S,BLUE ISLAND,AVE,31,310600,25
100631545,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/6/16,1854,S,BLUE ISLAND,AVE,31,310600,25
100634737,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2/10/16,900,N,MICHIGAN,AVE,8,81201,42
100639052,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/11/16,233,N,MICHIGAN,AVE,32,320100,42
100639592,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/4/16,233,N,MICHIGAN,AVE,32,320100,42
100641880,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/7/16,30,N,LA SALLE,ST,32,839100,42
100643099,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/6/16,111,E,WACKER,DR,32,320100,42
100647081,PERMIT - RENOVATION/ALTERATION,SELF CERT,6/8/16,1,E,WACKER,DR,32,320100,42
100652218,PERMIT - RENOVATION/ALTERATION,SELF CERT,6/4/16,33,N,DEARBORN,ST,32,839100,42
100653608,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/8/16,111,E,WACKER,DR,32,320100,42
100655701,PERMIT - RENOVATION/ALTERATION,SELF CERT,7/6/16,233,N,MICHIGAN,AVE,32,320100,42
100656954,PERMIT - RENOVATION/ALTERATION,SELF CERT,7/5/16,33,N,DEARBORN,ST,32,839100,42
100660127,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/6/16,111,E,WACKER,DR,32,320100,42
100660902,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/9/16,1,E,WACKER,DR,32,320100,42
100662793,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/8/16,33,W,MONROE,ST,32,839100,42
100667011,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/12/16,111,E,WACKER,DR,32,320100,42
100589376,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/11/16,520,S,FEDERAL,ST,32,839100,4
100597047,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/8/16,108,N,STATE,ST,32,839100,42
100622096,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/8/16,610,N,TRUMBULL,AVE,23,231500,27
100624075,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/10/16,6050,S,DORCHESTER,AVE,42,420200,20
100629079,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/4/16,11613,S,HALSTED,ST,53,530200,34
100634724,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/10/16,100,N,RIVERSIDE,PLZ,28,280100,42
100656002,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/3/16,191,N,WACKER,DR,32,839100,42
100657703,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/2/16,1359,W,GRAND,AVE,24,243400,1
100658384,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/9/16,10,S,CANAL,ST,28,281900,42
100662959,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,10/6/16,225,W,RANDOLPH,ST,32,839100,42
100623421,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/1/16,1106,W,LAWRENCE,AVE,3,31200,46
100648342,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/4/16,3337,W,NORTH,AVE,23,230900,26
100669866,PERMIT - NEW CONSTRUCTION,SELF CERT,11/10/16,3601,N,MOZART,ST,16,160700,33
