PERMIT#,PERMIT_TYPE,REVIEW_TYPE,ISSUE_DATE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,SUFFIX,COMMUNITY_AREA,CENSUS_TRACT,WARD
100744345,PERMIT - RENOVATION/ALTERATION,SELF CERT,2/2/18,111,S,WACKER,DR,32,839100,42
100734262,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/2/18,3462,N,LINCOLN,AVE,6,831900,47
100738943,PERMIT - NEW CONSTRUCTION,SELF CERT,11/2/18,1921,W,CORNELIA,AVE,5,50700,32
100745581,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/11/18,1516,W,WRIGHTWOOD,AVE,7,70600,32
100743642,PERMIT - NEW CONSTRUCTION,SELF CERT,9/12/18,839,W,AGATITE,AVE,3,31502,46
100748319,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,10/1/18,831,N,FAIRFIELD,AVE,24,242600,26
100746695,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,9/6/18,1156,W,OHIO,ST,24,243500,27
100753115,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/3/18,2017,N,MENDELL,ST,22,832300,2
100754746,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,4/2/18,2611,N,HERMITAGE,AVE,7,70700,32
100755000,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/11/18,2017,N,MENDELL,ST,22,832300,2
100752677,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/6/18,1625,N,BURLING,ST,7,71800,2
100762340,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/7/18,1755,N,MOHAWK,ST,7,71700,43
100762665,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,8/1/18,3657,N,KEDZIE,AVE,16,160700,33
100766939,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,6/11/18,22,N,ABERDEEN,ST,28,833000,25
100753305,PERMIT - RENOVATION/ALTERATION,SELF CERT,4/12/18,125,S,CLARK,ST,32,839100,42
100756513,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/3/18,222,W,MERCHANDISE MART,PLZ,8,81800,42
100787418,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/10/18,1914,N,MILWAUKEE,AVE,22,222200,32
100795799,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/4/18,839,W,AGATITE,AVE,3,31502,46
100758528,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/7/18,200,W,JACKSON,BLVD,32,839100,42
100746821,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2/8/18,10989,S,CHURCH,ST,75,750200,19
100756578,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/11/18,222,W,MERCHANDISE MART,PLZ,8,81800,42
100772605,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/6/18,4920,W,MADISON,ST,25,251800,28
100765843,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/5/18,325,S,PAULINA,ST,28,838100,27
100765848,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/5/18,325,S,PAULINA,ST,28,838100,27
100765849,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/5/18,325,S,PAULINA,ST,28,838100,27
100769101,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/6/18,20,S,WACKER,DR,32,839100,42
100741401,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,2/7/18,1733,N,ALBANY,AVE,23,230100,26
100749563,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/1/18,7649,S,STATE,ST,69,691300,6
100765282,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,8/8/18,1724,N,MONTICELLO,AVE,23,230400,26
100772609,PERMIT - NEW CONSTRUCTION,SELF CERT,8/11/18,4321,N,CICERO,AVE,15,831700,45
100775646,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,8/1/18,1323,W,MORSE,AVE,1,10502,49
100774814,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/6/18,125,S,WACKER,DR,32,839100,42
100763238,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/12/18,4638,S,WALLACE,ST,61,842600,11
100783959,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/2/18,200,W,JACKSON,BLVD,32,839100,42
100742003,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/3/18,422,W,BRIAR,PL,6,63200,44
100742004,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/3/18,6150,S,LARAMIE,AVE,64,980100,23
100742005,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/6/18,2031,W,PIERCE,AVE,24,241400,1
100742006,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/3/18,10159,S,PROSPECT,AVE,72,720200,19
100742008,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/3/18,10126,S,WESTERN,AVE,72,720400,19
100742216,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,1/3/18,3601,N,SOUTHPORT,AVE,6,61200,44
100746146,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/5/18,1601,W,SCHOOL,ST,6,62500,47
100749859,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/2/18,2249,N,CAMPBELL,AVE,22,221500,1
100755025,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/10/18,203,N,LA SALLE,ST,32,839100,42
100756074,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/10/18,5614,N,CLARK,ST,77,30400,40
100771360,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/9/18,2336,W,LYNDALE,ST,22,221600,32
100771361,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/9/18,1728,W,ROSCOE,ST,6,831900,47
100771363,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/9/18,1629,S,PRAIRIE,AVE,33,330100,3
100771364,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/10/18,546,W,FULLERTON,PKWY,7,70103,43
100771539,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/10/18,4929,N,HAMILTON,AVE,4,40401,40
100781782,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/7/18,1735,W,DIVERSEY,PKWY,7,70700,32
100787320,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/10/18,5331,S,GREENWOOD,AVE,41,410600,5
100792040,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/7/18,5417,W,CARMEN,AVE,11,110502,45
100792041,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/7/18,25,E,SUPERIOR,ST,8,81500,42
100784080,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/4/18,200,W,JACKSON,BLVD,32,839100,42
100781409,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,9/12/18,800,N,MICHIGAN,AVE,8,81201,42
100726498,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,2/2/18,1438,N,NORTH PARK,AVE,8,80300,27
100743831,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/6/18,2559,W,NORTH,AVE,24,241100,1
100764062,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/8/18,1415,W,44TH,ST,61,842600,11
100786813,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/5/18,4625,S,LAKE PARK,AVE,39,390100,4
100786822,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/5/18,6512,S,MINERVA,AVE,42,834400,20
100773189,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/10/18,4918,N,DRAKE,AVE,14,140200,33
100704138,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,1/10/18,1015,W,BELMONT,AVE,6,62900,44
100719394,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,2/5/18,3057,N,ROCKWELL,ST,21,210900,33
100766209,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/2/18,2245,W,JACKSON,BLVD,28,838000,27
100782943,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/11/18,2100,E,87TH,ST,45,450300,8
100711520,PERMIT - NEW CONSTRUCTION,SELF CERT,9/10/18,3013,N,CLYBOURN,AVE,5,843700,32
100738525,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/9/18,7421,S,MERRILL,AVE,43,430800,7
100742975,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/12/18,5658,S,ARTESIAN,AVE,63,835100,15
100743308,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/11/18,6510,N,GLENWOOD,AVE,1,10600,49
100743321,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/3/18,9138,S,ADA,ST,73,730201,21
100744438,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/12/18,8423,S,CRANDON,AVE,46,460500,8
100745414,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/1/18,2336,N,AVERS,AVE,22,220902,35
100746503,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/7/18,10916,S,EDBROOKE,AVE,49,490901,9
100746514,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2/7/18,10918,S,EDBROOKE,AVE,49,490901,9
100751192,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,3/12/18,1437,E,71ST,PL,43,430400,8
100748804,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/10/18,3529,S,DAMEN,AVE,59,590600,12
100754290,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6/6/18,9011,S,EUCLID,AVE,48,480400,8
100755991,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/9/18,6119,S,RICHMOND,ST,66,660302,16
100756541,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,4/11/18,11623,S,ELIZABETH,ST,53,530300,34
100759854,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/1/18,2601,E,92ND,ST,48,480500,7
100760285,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/3/18,5033,W,CHICAGO,AVE,25,251600,37
100760592,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,5/7/18,200,E,43RD,ST,38,835900,3
100763636,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/10/18,9532,S,WENTWORTH,AVE,49,490600,21
100764613,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/6/18,2318,N,OAK PARK,AVE,18,831600,36
100765118,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/1/18,8450,S,INGLESIDE,AVE,44,440102,8
100765165,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,6/1/18,3735,S,ALBANY,AVE,58,580200,12
100765176,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/1/18,5423,W,WEST END,AVE,25,251900,28
100765468,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,6/4/18,1472,W,RASCHER,AVE,77,30800,48
100765658,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/5/18,7355,S,MOZART,ST,66,661100,18
100771544,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,7/10/18,179,N,LAMON,AVE,25,251800,28
100773520,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/2/18,10531,S,RACINE,AVE,73,730700,34
100775569,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/1/18,7132,S,HARDING,AVE,65,650400,13
100776534,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/8/18,7758,S,DR MARTIN L KING JR,DR,69,691300,6
100776551,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/12/18,2101,S,STATE,ST,33,330100,3
100777089,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/9/18,3421,W,WALNUT,ST,27,836800,28
100777991,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/7/18,3723,S,UNION,AVE,60,839900,11
100781510,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/5/18,6632,S,WOOD,ST,67,671300,15
100782486,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/11/18,616,S,PULASKI,RD,26,261000,24
100782717,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,9/12/18,5115,W,BARRY,AVE,19,190200,31
100783992,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/1/18,2247,N,LAPORTE,AVE,19,191100,36
100780317,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/4/18,7836,S,CONSTANCE,AVE,43,834200,8
100786299,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/2/18,7646,S,NORMAL,AVE,69,691200,17
100786877,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/5/18,2625,W,23RD,PL,30,301200,12
100786928,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/6/18,7729,S,YATES,BLVD,43,431301,7
100786933,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/6/18,7804,S,ADA,ST,71,710700,17
100787211,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/9/18,8422,S,SAGINAW,AVE,46,460301,7
100787241,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,10/9/18,842,N,FAIRFIELD,AVE,24,242600,26
100784604,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/9/18,4511,S,DR MARTIN L KING JR,DR,38,836000,3
100792286,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/7/18,7931,S,COLFAX,AVE,46,460302,7
100792287,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/7/18,7619,S,YATES,BLVD,43,431302,7
100792686,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/10/18,8148,S,BURNHAM,AVE,46,460302,7
100792778,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,11/12/18,5420,S,WELLS,ST,37,835600,3
100795582,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/3/18,3739,W,61ST,PL,65,650100,23
100796014,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/7/18,532,E,87TH,ST,44,440202,6
100796695,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/8/18,1635,N,CENTRAL,AVE,25,250300,37
100797079,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/12/18,9620,S,LONGWOOD,DR,72,720200,19
100724894,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/7/18,8524,S,PAULINA,ST,71,711200,21
100731027,PERMIT - RENOVATION/ALTERATION,SELF CERT,7/6/18,11227,S,LONGWOOD,DR,75,750500,19
100744660,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/8/18,6957,S,CAMPBELL,AVE,66,660900,17
100749403,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/8/18,3512,W,116TH,ST,74,740400,19
100758619,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/11/18,11011,S,CAMPBELL,AVE,75,750300,19
100759639,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/10/18,6201,S,WOOD,ST,67,670700,15
100759919,PERMIT - RENOVATION/ALTERATION,SELF CERT,5/11/18,6028,N,OVERHILL,AVE,10,100400,41
100762672,PERMIT - RENOVATION/ALTERATION,SELF CERT,6/1/18,4019,W,PATTERSON,AVE,16,161000,45
100778567,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/10/18,10831,S,DRAKE,AVE,74,740300,19
100779746,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/10/18,1306,N,MONTICELLO,AVE,23,230700,26
100791015,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/6/18,2041,W,CUYLER,AVE,5,50200,47
100792717,PERMIT - RENOVATION/ALTERATION,SELF CERT,12/7/18,10633,S,FAIRFIELD,AVE,72,720500,19
100787153,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/9/18,3734,N,KOSTNER,AVE,16,161100,45
100739481,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,10/9/18,3325,N,CALIFORNIA,AVE,21,210100,33
100740292,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6/7/18,2738,W,CHICAGO,AVE,24,242600,26
100744835,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6/5/18,1500,N,ROCKWELL,ST,24,241000,1
100754738,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,11/7/18,2434,W,BELLE PLAINE,AVE,5,50300,47
100759213,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/11/18,5155,N,KIMBALL,AVE,13,831800,39
100760227,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/3/18,2314,N,LEAVITT,ST,22,221600,32
100766701,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/8/18,2214,W,AINSLIE,ST,4,40401,40
100771430,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/12/18,1528,N,LEAMINGTON,AVE,25,250800,37
100776603,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/12/18,5050,N,RIDGEWAY,AVE,14,140302,39
100782034,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/12/18,7453,S,STATE,ST,69,691000,6
100782202,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,9/10/18,1233,N,PAULINA,ST,24,241400,1
100790415,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,12/4/18,3111,N,HOYNE,AVE,5,51400,32
100749603,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,3/7/18,101,W,ADAMS,ST,32,839100,42
100775679,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,8/1/18,3500,N,FREMONT,ST,6,832000,44
100776992,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,8/9/18,1512,W,FARGO,AVE,1,10300,49
100787351,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,10/10/18,747,N,MAY,ST,24,243500,27
100792130,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,11/7/18,1121,N,STATE,ST,8,81202,2
100797082,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,12/12/18,33,W,DELAWARE,PL,8,81100,2
100797237,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,12/12/18,219,W,CHICAGO,AVE,8,81800,42
100770858,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/3/18,456,W,101ST,PL,73,730500,9
100771232,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,7/6/18,7945,S,DOBSON,AVE,44,440101,8
100787439,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/10/18,8733,S,ADA,ST,71,711400,21
100787443,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/10/18,7945,S,DOBSON,AVE,44,440101,8
100787552,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/11/18,1303,S,KEDZIE,AVE,29,843100,24
100744945,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/9/18,233,S,WACKER,DR,32,839100,42
100745935,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,4/12/18,71,S,WACKER,DR,32,839100,42
